epoch,acc,loss,lr,tn,tp,val_acc,val_loss,val_tn,val_tp
0,0.6199008591199184,1.0165602477157818,0.001,0.5063627854077255,0.43428031428196634,0.5597378266975284,0.6362345200031996,0.5859770458191633,0.10142190214246512
1,0.6937915841709165,0.6367882702981724,0.0007071068,0.4900703133379712,0.5619758402008345,0.4848548725596629,0.6910007879137993,0.6115672722458839,0.00913145806407556
2,0.7582352961862788,0.574730473616544,0.00057735026,0.4802467128283837,0.654187252276084,0.4568118066061288,0.6929555878043174,0.5879303559660911,0.0019399979268200696
0,0.5604252023611437,1.0667978421028923,0.001,0.5161463269284543,0.29721274923314067,0.5263342722319067,5.130025392770767,0.8629243642091751,0.0162756043166155
1,0.6762370551859631,0.6342225249374615,0.0007071068,0.4792714697560843,0.5175126871641944,0.49492041459307073,0.6969905287027359,0.8409632295370102,0.001547434291569516
2,0.7701343915742986,0.5651043839314405,0.00057735026,0.47969757093007076,0.6073689147567047,0.557256558444351,0.6881610304117203,0.7919548690319062,0.16977003011852504
0,0.54897672532215,1.3907548145169304,0.001,0.29080907089768776,0.5434331192199828,0.580732418037951,0.8019311792320676,0.7519858605331845,0.12847856285257472
1,0.6489343689222421,0.6146873618520442,0.0007071068,0.2714858633233234,0.6727004695062836,0.5436953737607433,5.675693163275719,0.7551197204324934,0.029392487110777035
2,0.6977550386761625,0.6010323580531847,0.00057735026,0.32922471501099476,0.659114279651216,0.6234290427631802,2.352750414278772,0.7521554801199172,0.14416141372380986
0,0.511949351291904,2.92212097403549,0.001,0.6448950586574418,0.07494644952516648,0.4834165677221285,2.6945662467430034,0.6585548910829756,0.024471717017392317
1,0.5326845913665325,2.083598364570311,0.0007071068,0.621404112112664,0.13985449670359404,0.6784644245273537,2.4610463508301312,0.5724002909122242,0.31888333732883134
2,0.5994025319504241,1.4130627448714914,0.00057735026,0.5542745529008763,0.3487723935894402,0.7903245995442073,0.9287821001476712,0.5410715557841791,0.48852921823660533
