epoch,acc,loss,lr,tn,tp,val_acc,val_loss,val_tn,val_tp
0,0.558616245791356,0.7314453806928409,0.001,0.2757698361341271,0.5755963144743795,0.6841760362188022,0.6375477577249209,0.4538714633633693,0.5515986566742261
1,0.7134307914844124,0.5898232362924084,0.0007071068,0.41080235417091077,0.5810408463881862,0.5780274694164594,0.7149504592021306,0.44566896992425126,0.37117689055545877
2,0.712899199152185,0.5686224720651104,0.00057735026,0.40050551824431907,0.5935449617203846,0.4655118629957239,0.6971834222475688,0.7073013563950856,0.058084263900915784
3,0.5931698284482443,0.6082472649312789,0.0005,0.3423602103546102,0.5248327743622565,0.6288077394167583,0.6629763747255007,0.3048038526127736,0.5751033246517181
4,0.8520035495681147,0.4470009139789048,0.0004472136,0.5325781969814211,0.6281263928099345,0.5459425730009874,3.4663798920810223,0.6173198163509369,0.18602388786772886
0,0.5417864742698849,0.7243321022679728,0.001,0.35951818117210943,0.44495965652568364,0.5815230998831491,0.6486037294069926,0.5386071716745694,0.3326655698978963
1,0.7184406579662395,0.5931094659912971,0.0007071068,0.38182013467835485,0.6095332860946655,0.39176030457019806,0.7117512335379919,0.35424438963333765,0.26925493429104486
0,0.5459546517540691,0.7073539230131334,0.001,0.5253836933883929,0.319192645065887,0.5884831439160432,0.6525725826621056,0.6091587449113528,0.3028565872150163
1,0.6936853122326636,0.6095385060515455,0.0007071068,0.4744993287048513,0.5262495335712227,0.503870170066754,0.6952862093846003,0.3661489125341177,0.43458315781705703
2,0.8353993010136389,0.5481809410997617,0.00057735026,0.4720108916522354,0.6297830124916408,0.48311485649707414,0.6762647037704785,0.37822281817595166,0.3914235914281259
0,0.5242922153524173,0.8162310662128592,0.001,0.5892794039380806,0.16666819878393202,0.6587702890237173,0.8429468343655269,0.352222413631777,0.5822672014435132
1,0.5737586075259793,0.6281609491635395,0.0007071068,0.36243745741504496,0.4994063073588956,0.510518100609382,0.6890576700369517,0.28710143230855467,0.44324159423510234
2,0.7249607333572962,0.5645684340307789,0.00057735026,0.3721126938739451,0.6106244896848997,0.5382334518323962,0.7385720769564311,0.09502792700659483,0.6643317401409149
3,0.8420844923424464,0.535317301301546,0.0005,0.4425738955857933,0.6472639109098142,0.5528401981495942,0.7583351820707321,0.055954630657409625,0.715917851527532
4,0.6792718781498811,0.6259785269216824,0.0004472136,0.34257884574953906,0.6367528040242452,0.45605493187904356,0.6933261007070541,0.7495942572752635,0.0
5,0.7172687370930949,0.5753199369676651,0.00040824828,0.32163794893691294,0.6324353238507625,0.6006866392989954,0.6980311155319214,0.15534034240990877,0.6725279261668523
6,0.8424872145216952,0.5271265232434836,0.00037796446,0.4664321122691035,0.6041692258249367,0.46445068923446037,3.7182573517163595,0.7414497166872025,0.03941386567118267
7,0.8115863244059265,0.5413077619767959,0.0003535534,0.45990762919067374,0.5707619508708357,0.5147003774531186,0.8233409772316614,0.6633176793654759,0.19556574023639162
8,0.8781442579402718,0.4663287795679544,0.00033333333,0.498696404320979,0.6088611291621321,0.647222222884496,1.4111880456407866,0.5437845488389333,0.43410188040385644
9,0.9084128721426892,0.39538967474814385,0.00031622776,0.548294838327634,0.6060283264285454,0.4944756561269363,1.121940160294374,0.5659216394027075,0.18783469781822834
10,0.8199911417659893,0.5043063359234923,0.00030151135,0.4443715743800645,0.6115703446850661,0.5786516855160395,0.71401556879282,0.2862593156596025,0.5362195834517479
11,0.9100720893952154,0.3667696932631154,0.00028867513,0.5380833437926666,0.6300321566962427,0.48885768043498196,0.7472278997302055,0.3744673685481151,0.43268008852998413
12,0.9488381492194309,0.2898545638047239,0.0002773501,0.596449003112252,0.6464796186194465,0.6271223491678636,0.6982849672436714,0.2485088041673104,0.6987651278575261
13,0.964894691846704,0.24663392552324842,0.00026726123,0.622368491368909,0.6840497998300419,0.5564294685299198,2.9446413591504097,0.49972555637359617,0.4066965609168013
14,0.9702710360609075,0.22994432705704884,0.00025819888,0.6368995442505806,0.704804468363203,0.5961610446373622,1.927044579386711,0.5123681048552196,0.4153194923885167
15,0.9756554327985292,0.20866528957060748,0.00025,0.6417055030343353,0.7177030692818345,0.622627966478467,1.4640675728519759,0.5570185909668605,0.39897880106776334
16,0.9851918989612211,0.18781419416178538,0.00024253562,0.6550282808401251,0.7349195661083344,0.5948501879815012,4.348648146291574,0.6240617545942465,0.31188392501013973
17,0.9708106829274086,0.21621897429508227,0.00023570226,0.6309931620554898,0.7266318181509612,0.6416354556878408,1.0807704970240593,0.4767747886478901,0.49137731939554213
18,0.9718255432703162,0.21005092070748407,0.00022941573,0.6146037577621398,0.729381350387809,0.57846441740791,2.62898523658514,0.5037818262974422,0.3936698529209631
19,0.9741331417073485,0.20229929088970386,0.0002236068,0.6217903767902685,0.7375004667107777,0.6053058764509236,4.471589930355549,0.5922539452711741,0.3156978456846749
0,0.5806209967421588,0.7427506501956652,0.001,0.38437284007668493,0.5061969585416298,0.5239700336009264,0.704930092394352,0.31274701450020076,0.5111472503903012
1,0.7157383914596291,0.5787141519849018,0.0007071068,0.43390368567679516,0.5806265628786498,0.5657927646612128,0.9341530079642931,0.4416431644310554,0.38083499253649883
2,0.7458982734590448,0.5785291216706717,0.00057735026,0.37780176094502854,0.6225552507986625,0.49921972150914373,0.7608277335762977,0.0867421237907062,0.5734464612479011
3,0.7532399022971751,0.5580385590753247,0.0005,0.4585152120379511,0.5733451877870868,0.4937890121092399,0.8827520042657853,0.4867849995692571,0.3203756544739008
