epoch,acc,loss,lr,tn,tp,val_acc,val_loss,val_tn,val_tp
0,0.5667812282197615,0.885795178343268,0.001,0.57989445160417,0.30836977876722815,0.4028558044228703,0.8438678592443466,0.5247645631432534,0.009291067055892199
1,0.6935183965765378,0.5918790373732062,0.0007071068,0.5940849349428625,0.4292178715765476,0.6261704206466675,0.6158345438539982,0.533310653269291,0.23473967090249062
2,0.8443533851469265,0.4302096354260164,0.00057735026,0.6220079220217817,0.4615447210849208,0.7490636721253395,0.6260844253003597,0.4950817465782166,0.3886069476604462
3,0.9141044341816622,0.31200220344697727,0.0005,0.6319174935887841,0.5582981376262273,0.4367509323987179,2.3173724099993707,0.5196294218301774,0.04009310415713117
4,0.7538664945960045,0.5720626433807261,0.0004472136,0.44816301330924035,0.5846571127807393,0.36966291889548303,0.8057859838008881,0.20510101765394212,0.27951452769339086
0,0.6121260178878026,0.8296591934737038,0.001,0.5605326822224785,0.39829750933191355,0.4508427005261183,0.9241058923304081,0.5855798035860061,0.0001736111124046147
1,0.8256796677322948,0.4189784619387458,0.0007071068,0.5882051805450635,0.5669981717208729,0.39616104925516993,3.8040951691567897,0.5286202147603035,9.36329597607255e-05
2,0.9085922082732706,0.2768583728986628,0.00057735026,0.6425680811966167,0.6808206247582155,0.4614232283085585,2.2276263773441314,0.5974690347909928,0.0
3,0.9506719631307265,0.2121976268642089,0.0005,0.6796868312358856,0.7366270006404203,0.48408239893615246,1.5347921658307313,0.6203183531761169,0.0
4,0.8240625743129674,0.415116271043525,0.0004472136,0.5490384735254681,0.6801625959312214,0.6617509350180626,0.6588582433760166,0.458758644759655,0.34472654275596143
