epoch,acc,loss,lr,tn,tp,val_acc,val_loss,val_tn,val_tp
0,0.5579951514610473,1.2680066228614133,0.001,0.46823618780164156,0.3750457421646399,0.5837078644894064,0.7499067015945912,0.8241524487733841,0.12346746884286404
1,0.7709231108733836,0.5374933177583358,0.0007071068,0.6274895472035689,0.44618570680127423,0.5277621670626104,0.7198387913405895,0.7427000992000103,0.13728482380975038
2,0.8745009964704513,0.40358510241788975,0.00057735026,0.5961388473212719,0.570383115033893,0.5795411933213472,1.0931642584502697,0.7248990461230278,0.2077200994361192
3,0.8360519996460747,0.43418873895617094,0.0005,0.541473689289654,0.615113127872567,0.5015449490398168,0.7100909501314163,0.497525816783309,0.3056093979626894
4,0.8977660364263198,0.33149179711061366,0.0004472136,0.608483385320972,0.6058455210924149,0.5749999992549419,1.2110510624945163,0.555273412168026,0.35594410784542563
0,0.5628067844054279,1.4222148809713475,0.001,0.45083311487646666,0.41222270202110795,0.5477528084069491,0.7455119244754315,0.7278013549745083,0.2001854047179222
1,0.7253888530174599,0.6292587510277243,0.0007071068,0.5973284018390319,0.4155183690852102,0.5331928870640695,0.7639449059963226,0.8155744805932045,0.05882713776663877
2,0.8794976920941296,0.40479625021710114,0.00057735026,0.6198013736921199,0.538020427553531,0.523361427243799,4.45187280215323,0.8602711498737335,0.01742359155905433
3,0.9155364669771755,0.3484687655462938,0.0005,0.6255796212396201,0.5693570216087734,0.5273408300243319,1.678857647627592,0.6888778559165075,0.16498720943927764
4,0.9584578166288488,0.2732837154058849,0.0004472136,0.6653119093179702,0.645617917127469,0.5411516743712127,0.7302479438483716,0.7281890325248241,0.16988149122335017
0,0.5718131722071591,1.0500033494304208,0.001,0.4532812557325644,0.40364697044167447,0.4650280859437771,0.6450982667505741,0.6525418084580451,0.12323656773660333
1,0.8174399669205441,0.4679112915081136,0.0007071068,0.5769846702498548,0.5259001425390735,0.5086142319487408,0.5959468081593513,0.7741018012166023,0.07394533517071977
2,0.8956289997521569,0.35037376530030195,0.00057735026,0.5996124317716149,0.5988680235778584,0.6959737807512283,0.8401176989078522,0.7683635964989662,0.3010702047497034
3,0.9157259377311258,0.3127308342211387,0.0005,0.6190549173337572,0.6317771149733488,0.47331460323184726,0.6537430584430695,0.6896474607288837,0.06115811897907406
4,0.9460674225582796,0.26806626458378396,0.0004472136,0.6531503164066987,0.6747917951424333,0.7241104766726494,0.806785874813795,0.7448277860879898,0.321495252661407
